0.000e+000	0.000e+000
5.040e+001	-4.366e-003
1.008e+002	-8.697e-003
1.512e+002	-1.296e-002
2.016e+002	-1.711e-002
2.520e+002	-2.113e-002
3.024e+002	-2.496e-002
3.528e+002	-2.859e-002
4.032e+002	-3.197e-002
4.536e+002	-3.507e-002
5.040e+002	-3.785e-002
5.544e+002	-4.029e-002
6.048e+002	-4.233e-002
6.552e+002	-4.395e-002
7.056e+002	-4.512e-002
7.560e+002	-4.579e-002
8.064e+002	-4.593e-002
8.568e+002	-4.552e-002
9.072e+002	-4.450e-002
9.576e+002	-4.285e-002
1.008e+003	-4.053e-002
1.008e+003	-4.053e-002
1.022e+003	-3.975e-002
1.037e+003	-3.894e-002
1.051e+003	-3.808e-002
1.066e+003	-3.719e-002
1.080e+003	-3.626e-002
1.094e+003	-3.529e-002
1.109e+003	-3.428e-002
1.123e+003	-3.323e-002
1.138e+003	-3.214e-002
1.152e+003	-3.100e-002
1.166e+003	-2.983e-002
1.181e+003	-2.861e-002
1.195e+003	-2.735e-002
1.210e+003	-2.605e-002
1.224e+003	-2.470e-002
1.238e+003	-2.331e-002
1.253e+003	-2.187e-002
1.267e+003	-2.039e-002
1.282e+003	-1.886e-002
1.296e+003	-1.728e-002
1.296e+003	-1.728e-002
1.303e+003	-1.648e-002
1.310e+003	-1.567e-002
1.318e+003	-1.486e-002
1.325e+003	-1.404e-002
1.332e+003	-1.321e-002
1.339e+003	-1.237e-002
1.346e+003	-1.153e-002
1.354e+003	-1.069e-002
1.361e+003	-9.832e-003
1.368e+003	-8.971e-003
1.375e+003	-8.104e-003
1.382e+003	-7.231e-003
1.390e+003	-6.351e-003
1.397e+003	-5.464e-003
1.404e+003	-4.570e-003
1.411e+003	-3.670e-003
1.418e+003	-2.763e-003
1.426e+003	-1.849e-003
1.433e+003	-9.277e-004
1.440e+003	0.000e+000
1.440e+003	0.000e+000
1.447e+003	9.347e-004
1.454e+003	1.876e-003
1.462e+003	2.825e-003
1.469e+003	3.780e-003
1.476e+003	4.742e-003
1.483e+003	5.711e-003
1.490e+003	6.686e-003
1.498e+003	7.669e-003
1.505e+003	8.657e-003
1.512e+003	9.653e-003
1.519e+003	1.066e-002
1.526e+003	1.166e-002
1.534e+003	1.268e-002
1.541e+003	1.370e-002
1.548e+003	1.473e-002
1.555e+003	1.576e-002
1.562e+003	1.680e-002
1.570e+003	1.785e-002
1.577e+003	1.890e-002
1.584e+003	1.996e-002
1.584e+003	1.996e-002
1.598e+003	2.211e-002
1.613e+003	2.431e-002
1.627e+003	2.655e-002
1.642e+003	2.884e-002
1.656e+003	3.117e-002
1.670e+003	3.355e-002
1.685e+003	3.597e-002
1.699e+003	3.844e-002
1.714e+003	4.094e-002
1.728e+003	4.349e-002
1.742e+003	4.608e-002
1.757e+003	4.872e-002
1.771e+003	5.139e-002
1.786e+003	5.411e-002
1.800e+003	5.686e-002
1.814e+003	5.965e-002
1.829e+003	6.249e-002
1.843e+003	6.536e-002
1.858e+003	-3.042e-001
1.872e+003	-3.013e-001
1.872e+003	-3.013e-001
1.922e+003	-2.906e-001
1.973e+003	-2.792e-001
2.023e+003	-2.671e-001
2.074e+003	-2.545e-001
2.124e+003	-2.413e-001
2.174e+003	-2.276e-001
2.225e+003	-2.134e-001
2.275e+003	-1.988e-001
2.326e+003	-1.837e-001
2.376e+003	-1.682e-001
2.426e+003	-1.524e-001
2.477e+003	-1.363e-001
2.527e+003	-1.198e-001
2.578e+003	-1.032e-001
2.628e+003	-8.631e-002
2.678e+003	-6.926e-002
2.729e+003	-5.207e-002
2.779e+003	-3.477e-002
2.830e+003	-1.740e-002
2.880e+003	0.000e+000
